日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20251231,000510,中证A500,CSI A500,601168,西部矿业,Western Mining Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601179,中国西电,China XD Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601186,中国铁建,China Railway Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601211,国泰海通,"GUOTAI HAITONG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601216,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601225,陕西煤业,Shaanxi Coal Industry Company Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601233,桐昆股份,Tongkun Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601238,广汽集团,"Guangzhou Automobile Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601288,农业银行,Agricultural Bank of China Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601318,中国平安,Ping An Insurance (Group) Company of China Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601319,中国人保,The People's Insurance Company (Group) of China Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601328,交通银行,Bank of Communications Co LTD,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601360,三六零,360 Security Technology Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601390,中国中铁,China Railway Group Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601398,工商银行,Industrial and Commercial Bank of China Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601567,三星医疗,"Ningbo Sanxing Medical Electric Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601600,中国铝业,Aluminum Corporation of China Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601601,中国太保,China Pacific Insurance (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601607,上海医药,"Shanghai Pharmaceuticals Holding Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601615,明阳智能,MingYangSmartEnergyGroupLimited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601618,中国中冶,Metallurgical Corporation of China Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601628,中国人寿,China Life Insurance Company Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601633,长城汽车,Great Wall Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601658,邮储银行,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601668,中国建筑,China State Construction Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601669,中国电建,"Power Construction Corporation of China,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601677,明泰铝业,Henan Mingtai AL.Industrial Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601689,拓普集团,"Ningbo Tuopu Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601727,上海电气,Shanghai Electric Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601728,中国电信,China Telecom Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601766,中国中车,CRRC Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601799,星宇股份,Changzhou Xingyu Automotive Lighting Systems Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601800,中国交建,China Communications Construction Company Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601816,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601857,中国石油,PetroChina Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601866,中远海发,"COSCO SHIPPING Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601868,中国能建,China Energy Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601872,招商轮船,"China Merchants Energy Shipping Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601877,正泰电器,Zhejiang Chint Electrics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601880,辽港股份,"Liaoning Port Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601888,中国中免,China Tourism Group Duty Free Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601899,紫金矿业,Zijin Mining Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601919,中远海控,"COSCO SHIPPING Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601966,玲珑轮胎,"Shandong Linglong Tyre Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601985,中国核电,"China National Nuclear Power Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,601988,中国银行,Bank of China Ltd,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603019,中科曙光,"Dawning Information Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603077,和邦生物,"Sichuan Hebang Biotechnology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603087,甘李药业,Gan & Lee Pharmaceuticals,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603129,春风动力,"ZHEJIANGCFMOTOPOWERCO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603259,药明康德,"WuXi AppTec Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603260,合盛硅业,"HOSHINE SILICON INDUSTRY CO.,LTD",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603288,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603392,万泰生物,"BEIJING WANTAI BIOLOGICAL PHARMACY ENTERPRISE CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603501,豪威集团,"Omni Vision Integrated Circuits Group, Inc.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603568,伟明环保,"ZHEJIANG WEIMING ENVIRONMENT PROTECTION CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603596,伯特利,"Bethel Automotive Safety Systems Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603605,珀莱雅,"Proya Cosmetics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603606,东方电缆,"Ningbo Orient Wires & Cables Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603650,彤程新材,"Red Avenue New Materials Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603659,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603799,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603806,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603816,顾家家居,"Jason Furniture (Hangzhou) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603833,欧派家居,Oppein Home Group Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603885,吉祥航空,"JUNEYAO AIRLINES Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603899,晨光股份,SHANGHAI M&G STATIONERY INC.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603939,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603979,金诚信,"JCHX MINING MANAGEMENT CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603986,兆易创新,GigaDevice Semiconductor (Beijing) Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,603993,洛阳钼业,"China Molybdenum Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,605117,德业股份,"Ningbo Deye Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,605499,东鹏饮料,"Eastroc Beverage (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,605589,圣泉集团,"Jinan Shengquan Group Share Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688002,睿创微纳,"Raytron Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688005,容百科技,"Ningbo Ronbay New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688008,澜起科技,"Montage Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688009,中国通号,China Railway Signal & Communication Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688012,中微公司,Advanced Micro-Fabrication Equipment Inc. China,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688017,绿的谐波,"Leader Harmonious Drive Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688036,传音控股,"SHENZHEN TRANSSION HOLDINGS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688041,海光信息,"Hygon Information Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688047,龙芯中科,Loongson Technology Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688063,派能科技,"Pylon Technologies Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688065,凯赛生物,Cathay Biotech Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688072,拓荆科技,Piotech Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688099,晶晨股份,"Amlogic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688111,金山办公,"Beijing Kingsoft Office Software, Inc.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688120,华海清科,"Hwatsing Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688122,西部超导,"Western Superconducting Technologies Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688126,沪硅产业,"National Silicon Industry Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688166,博瑞医药,"BrightGene Bio-Medical Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688169,石头科技,"Beijing Roborock Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688180,君实生物,"Shanghai Junshi Biosciences Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688188,柏楚电子,SHANGHAI FRIENDESS ELECTRONICS TECHNOLOGY CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688213,思特威,"Smartsens Technology (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688223,晶科能源,"Jinko Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688235,百济神州,"BeiGene, Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688256,寒武纪,Cambricon Technologies Corporation Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688266,泽璟制药,"Suzhou Zelgen Biopharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688271,联影医疗,"Shanghai United Imaging Healthcare Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688303,大全能源,"XinJiang Daqo New Energy Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688390,固德威,"Jiangsu GoodWe Power Supply Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688396,华润微,China Resources Microelectronics Limited,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688472,阿特斯,"CSI Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688506,百利天恒,"Sichuan Biokin Pharmaceutical Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688521,芯原股份,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688578,艾力斯,"Shanghai Allist Pharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688599,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688608,恒玄科技,"Bestechnic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688617,惠泰医疗,APT Medical Inc.,上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688777,中控技术,"SUPCON Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20251231,000510,中证A500,CSI A500,688981,中芯国际,Semiconductor Manufacturing International Corporation,上海证券交易所,Shanghai Stock Exchange
